Response ID,Status,Department,Director,Manager,Supervisor,Staff,Question,Response
370,Complete,Human Resources,0,0,0,0,1. I know what is expected of me at work,4
371,Complete,Finance and Performance Management,0,0,0,1,1. I know what is expected of me at work,3
372,Complete,Council's Office,0,0,0,0,1. I know what is expected of me at work,4
373,Complete,Assigned Council,0,0,0,0,1. I know what is expected of me at work,4
374,Complete,Assessor-Treasurer's Office,0,0,0,0,1. I know what is expected of me at work,4
375,Complete,Finance and Performance Management,0,1,0,0,1. I know what is expected of me at work,4
376,Complete,Sheriff's Department,0,0,0,0,1. I know what is expected of me at work,3
377,Incomplete,Assessor-Treasurer's Office,0,0,0,0,1. I know what is expected of me at work,5
378,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
379,Complete,Family Justice Center,0,0,0,0,1. I know what is expected of me at work,3
380,Complete,Facilities Management,0,1,0,0,1. I know what is expected of me at work,4
381,Complete,Facilities Management,0,0,0,0,1. I know what is expected of me at work,4
382,Complete,Planning and Public Works,0,0,0,1,1. I know what is expected of me at work,4
383,Complete,Finance and Performance Management,0,0,0,0,1. I know what is expected of me at work,3
384,Complete,Economic Development,0,0,0,0,1. I know what is expected of me at work,3
385,Complete,Human Services,0,0,1,0,1. I know what is expected of me at work,4
386,Complete,Parks and Recreation,0,1,0,0,1. I know what is expected of me at work,4
387,Complete,Planning and Public Works,0,0,0,1,1. I know what is expected of me at work,3
388,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
389,Complete,Facilities Management,0,0,0,0,1. I know what is expected of me at work,4
390,Complete,Human Resources,0,1,0,0,1. I know what is expected of me at work,4
391,Complete,Finance and Performance Management,0,0,0,1,1. I know what is expected of me at work,3
392,Complete,Assessor-Treasurer's Office,0,0,0,0,1. I know what is expected of me at work,4
393,Complete,District Court,0,0,0,0,1. I know what is expected of me at work,4
394,Complete,Assigned Council,0,0,0,0,1. I know what is expected of me at work,3
395,Complete,Assigned Council,0,0,0,0,1. I know what is expected of me at work,3
396,Complete,Sheriff's Department,0,0,0,0,1. I know what is expected of me at work,4
397,Complete,Planning and Public Works,0,0,0,1,1. I know what is expected of me at work,3
398,Complete,Clerk of Superior Court,0,0,0,0,1. I know what is expected of me at work,4
399,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,1
400,Complete,Juvenile Court,0,0,1,0,1. I know what is expected of me at work,4
401,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
402,Complete,Human Services,0,0,0,0,1. I know what is expected of me at work,3
403,Complete,Sheriff's Department,0,0,0,0,1. I know what is expected of me at work,2
404,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
405,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
406,Complete,Human Resources,0,1,0,0,1. I know what is expected of me at work,4
407,Incomplete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,5
408,Complete,Human Resources,0,0,0,0,1. I know what is expected of me at work,4
409,Complete,Human Resources,0,0,0,0,1. I know what is expected of me at work,4
410,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
411,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
412,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
413,Complete,Superior Court,0,0,0,0,1. I know what is expected of me at work,4
414,Complete,Juvenile Court,0,0,1,0,1. I know what is expected of me at work,3
415,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
416,Complete,Planning and Public Works,0,0,1,0,1. I know what is expected of me at work,3
417,Complete,Human Resources,0,0,0,0,1. I know what is expected of me at work,4
418,Complete,Planning and Public Works,0,0,0,1,1. I know what is expected of me at work,2
419,Complete,Planning and Public Works,0,1,0,0,1. I know what is expected of me at work,4
420,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
421,Complete,Clerk of Superior Court,0,0,0,0,1. I know what is expected of me at work,2
422,Complete,Sheriff's Department,0,0,0,0,1. I know what is expected of me at work,1
423,Complete,Juvenile Court,0,0,0,0,1. I know what is expected of me at work,4
424,Complete,Planning and Public Works,0,0,1,0,1. I know what is expected of me at work,3
425,Complete,Finance and Performance Management,0,0,0,0,1. I know what is expected of me at work,4
426,Complete,Planning and Public Works,0,1,0,0,1. I know what is expected of me at work,3
427,Complete,Planning and Public Works,0,0,0,1,1. I know what is expected of me at work,3
428,Complete,Planning and Public Works,0,0,1,0,1. I know what is expected of me at work,1
429,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
430,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
431,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
432,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
433,Complete,Human Services,0,0,0,1,1. I know what is expected of me at work,4
434,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
435,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
436,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
437,Complete,Planning and Public Works,0,0,1,0,1. I know what is expected of me at work,3
438,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
439,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
440,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
441,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
442,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
443,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,1
444,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
445,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
446,Complete,Planning and Public Works,0,0,1,0,1. I know what is expected of me at work,3
447,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
448,Complete,Planning and Public Works,0,0,1,0,1. I know what is expected of me at work,4
449,Complete,Parks and Recreation,0,0,1,0,1. I know what is expected of me at work,4
450,Complete,Planning and Public Works,0,0,1,0,1. I know what is expected of me at work,4
451,Complete,Planning and Public Works,0,0,1,0,1. I know what is expected of me at work,3
452,Complete,Exec Office & Directors,1,0,0,0,1. I know what is expected of me at work,1
453,Complete,District Court,0,0,0,0,1. I know what is expected of me at work,3
454,Complete,Family Justice Center,0,0,0,0,1. I know what is expected of me at work,4
455,Complete,Parks and Recreation,0,0,1,0,1. I know what is expected of me at work,3
456,Complete,Family Justice Center,0,0,0,0,1. I know what is expected of me at work,4
457,Complete,District Court,0,0,0,0,1. I know what is expected of me at work,4
458,Complete,District Court,0,0,0,0,1. I know what is expected of me at work,2
459,Complete,Facilities Management,0,1,0,0,1. I know what is expected of me at work,4
460,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
461,Complete,District Court,0,0,0,0,1. I know what is expected of me at work,2
462,Complete,Parks and Recreation,0,0,0,1,1. I know what is expected of me at work,2
463,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
464,Complete,Assessor-Treasurer's Office,0,0,0,0,1. I know what is expected of me at work,4
465,Complete,Economic Development,0,0,0,0,1. I know what is expected of me at work,4
466,Complete,Communications Office,0,0,0,0,1. I know what is expected of me at work,4
467,Complete,Human Services,0,0,0,0,1. I know what is expected of me at work,4
468,Complete,Assigned Council,0,0,0,0,1. I know what is expected of me at work,4
469,Complete,Human Services,0,0,1,0,1. I know what is expected of me at work,3
470,Complete,Planning and Public Works,0,0,1,0,1. I know what is expected of me at work,3
471,Complete,Human Services,0,1,0,0,1. I know what is expected of me at work,4
472,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
473,Complete,Planning and Public Works,0,0,1,0,1. I know what is expected of me at work,3
474,Complete,Human Services,0,0,0,0,1. I know what is expected of me at work,4
475,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
476,Complete,Human Services,0,0,0,0,1. I know what is expected of me at work,4
477,Complete,Planning and Public Works,0,0,1,0,1. I know what is expected of me at work,3
478,Complete,Parks and Recreation,0,1,0,0,1. I know what is expected of me at work,3
479,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
480,Complete,Parks and Recreation,0,0,0,0,1. I know what is expected of me at work,3
481,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
482,Complete,Parks and Recreation,0,0,1,0,1. I know what is expected of me at work,4
483,Complete,Parks and Recreation,0,0,1,0,1. I know what is expected of me at work,3
484,Complete,Finance and Performance Management,0,0,1,0,1. I know what is expected of me at work,3
485,Complete,Parks and Recreation,0,0,0,0,1. I know what is expected of me at work,3
486,Complete,Human Services,0,0,0,0,1. I know what is expected of me at work,4
487,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
488,Complete,Juvenile Court,0,0,0,0,1. I know what is expected of me at work,4
489,Complete,Facilities Management,0,1,0,0,1. I know what is expected of me at work,4
490,Incomplete,Parks and Recreation,0,0,0,0,1. I know what is expected of me at work,1
491,Complete,Parks and Recreation,0,0,1,0,1. I know what is expected of me at work,3
492,Complete,District Court,0,0,0,0,1. I know what is expected of me at work,4
493,Complete,Communications Office,0,1,0,0,1. I know what is expected of me at work,4
494,Complete,Exec Office & Directors,1,0,0,0,1. I know what is expected of me at work,4
495,Complete,Parks and Recreation,0,0,0,0,1. I know what is expected of me at work,4
496,Complete,Parks and Recreation,0,0,1,0,1. I know what is expected of me at work,4
497,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
498,Complete,District Court,0,0,0,0,1. I know what is expected of me at work,4
499,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
500,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
501,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
502,Complete,Planning and Public Works,0,1,0,0,1. I know what is expected of me at work,3
503,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
504,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,1
505,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
506,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
507,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
508,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,3
509,Complete,Planning and Public Works,0,0,0,0,1. I know what is expected of me at work,4
